Provinsi,Kab_Kota,Kecamatan,Kelurahan_Desa,Alamat,Nama_SPPG,Longitude,Latitude
JAWA TIMUR,MALANG,KEPANJEN,CURUNGREJO,"Curug Barat, Curung Rejo, Kecamatan Kepanjen, Kabupaten Malang, Jawa Timur",SPPG Malang Kepanjen Curungrejo,112.61098,-8.090333
JAWA TIMUR,BANYUWANGI,MUNCAR,KEDUNGREJO,"Jl. Raya Sumberayu Gang Posun, Dusun Krajan, Kedungrejo, Kec. Muncar, Kab. Banyuwangi, Jawa Timur",SPPG Banyuwangi Muncar Kedungrejo 2,114.32086,-8.441189
JAWA TIMUR,BANGKALAN,SEPULU,SEPULU,"Jl. Raya Sepulu, Desa Sepulu, Kec. Sepulu, Kab. Bangkalan, Jawa Timur",SPPG Bangkalan Sepulu Sepulu 3,112.9415,-6.8951
JAWA TIMUR,BLITAR,PONGGOK,PONGGOK,"Kel. Ponggok Desa  Ponggok RT. 005/RW. 002 Kec. Ponggok Kab. Blitar, Jawa Timur",SPPG Blitar Ponggok Ponggok 1,112.113710031708,-8.027747287903
JAWA TIMUR,JOMBANG,JOMBANG,PULOLOR,"Jl. Adityawarman No. 46A, Kel. Kaliwungu, Kec. Jombang, Kab. Jombang, Jawa Timur",SPPG Jombang Jombang Pulolor,112.236955994146,-7.555235932477
JAWA TIMUR,SIDOARJO,KRIAN,BARENGKRAJAN,"Jl. Barengkrajan, Barengkrajan, Kecamatan Krian, Kabupaten Sidoarjo, Jawa Timur",SPPG Sidoarjo Krian Barengkrajan 2,112.6023546,-7.380858
JAWA TIMUR,SAMPANG,KARANGPENANG,GUNUNG KESAN,"Dusun Gunung Barat, Desa Gunung Kesan, Kec. Karangpenang, Kab. Sampang, Jawa Timur",SPPG Sampang Karangpenang Gunung Kesan 2,113.336385,-6.998734
JAWA TIMUR,BLITAR,WLINGI,BERU,"Jl. Dr. Sucipto Rt 01 Rw 04, Kel. Beru, Kec. Wlingi, Kab. Blitar, Jawa Timur",SPPG Blitar Wlingi Beru 4,112.315835845418,-8.078028980533
JAWA TIMUR,PASURUAN,PANDAAN,NOGOSARI,"Jl. Mangga 1 Rt/Rw  001/007 Dusun Klangkung, Nogosari, Kec. Pandaan, Kab. Pasuruan, Jawa Timur",SPPG Pasuruan Pandaan Nogosari,112.7052978,-7.6386697
JAWA TIMUR,BANYUWANGI,KALIPURO,KELIR,"Jalan Johar No. 01, Dusun  Krajan RT 003 RW 003, Desa  Kelir, Kecamatan Kalipuro,  Kabupaten Banyuwangi, Jawa  Timur",SPPG Banyuwangi Kalipuro Kelir,114.355041895647,-8.179058211675
JAWA TIMUR,KOTA KEDIRI,KOTA,SEMAMPIR,"Jl. Mayor Bismo Gang Makam II Kelurahan Semampir, Kecamatan Kota, Kota Kediri, Jawa Timur",SPPG Kota Kediri Kota Semampir,112.009366582788,-7.796564830882
JAWA TIMUR,TULUNGAGUNG,KALIDAWIR,BETAK,"Dusun Krajan Satu, RT03/RW02, Desa Betak, Kecamatan Kalidawir, Kabupaten Tulungagung, Jawa Timur",SPPG Tulungagung Kalidawir Betak 2,111.944902,-8.1453223
JAWA TIMUR,TUBAN,TUBAN,LATSARI,"Jl. Tegal Boro Indah, Latsari, Kec. Tuban, Kab. Tuban, Jawa Timur",SPPG Tuban Tuban Latsari 2,112.0405207,-6.8925978
JAWA TIMUR,PASURUAN,GEMPOL,KEJAPANAN,"Dusun Warurejo, Desa Kejapanan, Kec. Gempol, Kab. Pasuruan, Jawa Timur",SPPG Pasuruan Gempol Kejapanan 2,112.6912974,-7.5679818
JAWA TIMUR,NGAWI,NGAWI,NGAWI,Desa Ngawi Purba RT : 03 RW : 01 Kecamatan Ngawi Kabupaten Ngawi,SPPG Ngawi Ngawi Ngawi,111.5359693,-7.5226461
JAWA TIMUR,KEDIRI,WATES,POJOK,"Jl. Ngadiluwih Wates, Selodono, Pojok, Kec. Wates, Kab. Kediri, Jawa Timur",SPPG Kediri Wates Pojok 2,112.08094,-7.9227
JAWA TIMUR,PACITAN,PACITAN,SIRNOBOYO,"Rt 3 Rw 1, Ngemplak, Sirnoboyo, Kec. Pacitan, Kab. Pacitan, Jawa Timur",SPPG Pacitan Pacitan Sirnoboyo 2,111.1148583,-8.2058999
JAWA TIMUR,KOTA KEDIRI,MOJOROTO,BANDAR LOR,"Jl. Penanggungan No. 14 Kelurahan Bandar Lor Kec. Mojoroto, Kota Kediri, Jawa Timur",SPPG Kota Kediri Mojoroto Bandar Lor 2,111.999500436708,-7.816997518678
JAWA TIMUR,BONDOWOSO,PUJER,SUKOWONO,"Desa Sukowono, Kecamatan Pujer, Kabupaten Bondowoso, Jawa Timur",SPPG Bondowoso Pujer Sukowono,113.9175109,-8.001924
JAWA TIMUR,MALANG,TUREN,TAWANGREJENI,"Dusun Lowokwaru Desa Tawangrejeni Rt.02 Rw 10 Kec. Turen Kab. Malang, Jawa Timur",SPPG Malang Turen Tawangrejeni,112.6891,-8.2255
JAWA TIMUR,BANGKALAN,BLEGA,LOMBANG DAJAH,"Desa Lombang Dajah, Kec. Blega, Kab. Bangkalan, Jawa Timur",SPPG Bangkalan Blega Lombang Dajah,113.0327,-7.0108
JAWA TIMUR,JEMBER,AMBULU,TEGALSARI,"Tegalsari, Kecamatan Ambulu, Kabupaten Jember, Jawa Timur",SPPG Jember Ambulu Tegalsari,113.5989592,-8.3485964
JAWA TIMUR,JEMBER,GUMUKMAS,BAGOREJO,"Jl. Lumajang Jember, Ampeldento, Bagorejo, Kec. Gumukmas, Kab. Jember, Jawa Timur",SPPG Jember Gumukmas Bagorejo,113.4335857,-8.3041484
JAWA TIMUR,PAMEKASAN,PADEMAWU,PADEMAWU BARAT,"Jl. Raya Bunder, Desa Pademawu Barat, Kec. Pademawu, Kab, Pamekasan, Jawa Timur",SPPG Pamekasan Pademawu Pademawu Barat,113.518564915724,-7.179118610366
JAWA TIMUR,BONDOWOSO,BONDOWOSO,KEMBANG,"RT RW 027 009 Kelurahan Kembang, Kecamatan Bondowoso, Kabupaten Bondowoso, Jawa Timur",SPPG Bondowoso Bondowoso Kembang,113.8021873,-7.9401949
JAWA TIMUR,LAMONGAN,KALITENGAH,KEDIREN,"Kediren, Kec. Kalitengah, Kab. Lamongan, Jawa Timur",SPPG Lamongan Kalitengah Kediren,112.4034039,-7.0006665
JAWA TIMUR,LAMONGAN,PUCUK,WARUKULON,"Desa Warukulon, Kecamatan Pucuk, Kabupaten Lamongan, Jawa Timur",SPPG Lamongan Pucuk Warukulon 2,112.262131,-7.097381
JAWA TIMUR,BLITAR,TALUN,KAWERON,"Dusun Jari, Desa Kaweron, Kecamatan Talun, Kabupaten Blitar, Jawa Timur",SPPG Blitar Talun Kaweron,112.3062536,-8.0736305
JAWA TIMUR,KEDIRI,MOJO,KRATON,"Jl. Raya Kraton Blimbing, Desa Kraton, Kec. Mojo, Kab. Kediri, Jawa Timur",SPPG Kediri Mojo Kraton,111.9384741,-7.9029407
JAWA TIMUR,BLITAR,SRENGAT,SRENGAT,"Jl. Jagalan No.31, Rw.01, Srengat II, Srengat, Kec. Srengat, Kabupaten Blitar, Jawa Timur 66152",SPPG Blitar Srengat Srengat,112.069542364898,-8.060861991939
JAWA TIMUR,PASURUAN,WONOREJO,LEBAK SARI,"Desa Lebaksari, Kecamatan Wonorejo, Kabupaten Pasuruan, Jawa Timur",SPPG Pasuruan Wonorejo Lebak Sari 2,112.815386,-7.691839
JAWA TIMUR,PAMEKASAN,PEGANTENAN,PASANGGAR,"Kelurahan Pasanggar, Kecamatan Pegantenan, Kabupaten Pamekasan, Jawa Timur",SPPG Pamekasan Pegantenan Pasanggar 3,113.460539,-7.034262
JAWA TIMUR,BANYUWANGI,BANYUWANGI,KEBALENAN,"Taman Baru, Kebalenan, Kec. Banyuwangi, Kabupaten Banyuwangi, Jawa Timur 68416",SPPG Banyuwangi Banyuwangi Kebalenan 2,114.3721961,-8.2177193
JAWA TIMUR,NGAWI,JOGOROGO,SOCO,"Jl. Raya Kedunggalar, Soco, Kecamatan Jogorogo, Kabupaten Ngawi, Jawa Timur",SPPG Ngawi Jogorogo Soco,111.2993883,-7.5088481
JAWA TIMUR,KOTA MALANG,SUKUN,KEBONSARI,"Jl. Terusan Lowokdoro No. 3A Rt.010 Rw. 004, Kebonsari, Kecamatan Sukun, Kota Malang, Jawa Timur",SPPG Kota Malang Sukun Kebonsari 3,112.6234669,-8.0250421
JAWA TIMUR,LUMAJANG,YOSOWILANGUN,YOSOWILANGUN LOR,"Jl. Lumajang Jember No. 118, Yosowilangun Lor, Kec. Yosowilangun, Kab. Lumajang, Jawa Timur",SPPG Lumajang Yosowilangun Yosowilangun Lor,113.2969789,-8.2411312
JAWA TIMUR,TULUNGAGUNG,GONDANG,TIUDAN,"Dusun Kudah, Desa Tiudan, Rt 03 Rw 03, Kec. Gondang, Kab. Tulungagung, Jawa Timur",SPPG Tulungagung Gondang Tiudan 2,111.837019952225,-8.052459828337
JAWA TIMUR,GRESIK,DRIYOREJO,PETIKEN,"Jl. Raya Randegansari, Dusun Rejosari, Petiken, Kecamatan Driyorejo, Kabupaten Gresik, Jawa Timur",SPPG Gresik Driyorejo Petiken,112.633839660088,-7.318805628335
JAWA TIMUR,SAMPANG,ROBATAL,ROBATAL,"Desa Robatal Kec Robatal Kab Sampang Jatim, Robatal, Robatal, Kab. Sampang, Jawa Timur",SPPG Sampang Robatal Robatal,113.2829,-6.9957
JAWA TIMUR,SAMPANG,BANYUATES,TLAGAH,"Dusun Somber Nangah, Tlagah, Kec. Banyuates, Kab. Sampang, Jawa Timur",SPPG Sampang Banyuates Tlagah 2,113.228826,-6.946946
JAWA TIMUR,JEMBER,WULUHAN,GLUNDENGAN,"Jl. Kemuningsari No. 3 Sumberejo, Glundengan, Kec. Wuluhan, Kab. Jember, Jawa Timur",SPPG Jember Wuluhan Glundengan,113.5833718,-8.3097475
JAWA TIMUR,SIDOARJO,BALONGBENDO,BAKALANWRINGINPITU,"Jl. Raya Balongbendo No. 79 RW 02, Desa Bakalanwringinpitu, Kec. Balongbendo, Kab. Sidoarjo. Jawa Timur. 61263.",SPPG Sidoarjo Balongbendo Bakalanwringinpitu,112.537,-7.41497
JAWA TIMUR,BOJONEGORO,PURWOSARI,PUNGGUR,"Jl. Raya Purwosari Ds. Punggur, Kec. Purwosari, Kab. Bojonegoro 62161",SPPG Bojonegoro Purwosari Punggur,111.686,-7.20195
JAWA TIMUR,SIDOARJO,WARU,WEDORO,"Jl. Mahakam Indah Kav. 2 No. 4 Wedoro, Waru, Sidoarjo, Jawa Timur",SPPG Sidoarjo Waru Wedoro 3,112.753589168542,-7.356640597506
JAWA TIMUR,JEMBER,MUMBULSARI,KARANG KEDAWUNG,"Letkol Moch. Sruji Rt 02 Rw 03 Dusun Plalangan, Karang Kedawung, Kec. Mumbulsari, Kab. Jember, Jawa Timur",SPPG Jember Mumbulsari Karang Kedawung,113.7675562,-8.2186561
JAWA TIMUR,MOJOKERTO,SOOKO,KEDUNGMALING,"Jl. Kemas Setyoadi Jl. Kedungmaling 2 No.59, Kedung Maling 2, Kedungmaling, Kec. Sooko, Kab. Mojokerto, Jawa Timur",SPPG Mojokerto Sooko Kedungmaling,112.4106454,-7.5160231
JAWA TIMUR,MOJOKERTO,JETIS,CANGGU,"Jl. Gajahmada Rt 04 Rw 02 Sonosari Desa Canggu Kec. Jetis Kab. Mojokerto, Jawa Timur",SPPG Mojokerto Jetis Canggu,112.439529817756,-7.456141764574
JAWA TIMUR,JEMBER,KALIWATES,SEMPUSARI,"Jl. Cadika No 4 Sempusari, Kec. Kaliwates, Kab. Jember, Jawa Timur",SPPG Jember Kaliwates Sempusari,113.662731124078,-8.179233411142
JAWA TIMUR,MADIUN,DAGANGAN,BANJARSARI WETAN,"Desa Banjarsari Wetan Rt03 Rw01 Kecamatan Dagangan Kabupaten Madiun, Jawa Timur",SPPG Madiun Dagangan Banjarsari Wetan,111.556598,-7.6983357
JAWA TIMUR,KOTA SURABAYA,SEMAMPIR,PEGIRIAN,"Pegirian, Kecamatan Semampir, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Semampir Pegirian,112.755033,-7.228421
JAWA TIMUR,JEMBER,WULUHAN,TAMANSARI,"Dusun Krajan Rt.001/Rw.002 Tamansari, Kec. Wuluhan, Kab. Jember, Jawa Timur",SPPG Jember Wuluhan Tamansari,113.535572,-8.322227
JAWA TIMUR,KOTA BLITAR,SUKOREJO,TLUMPU,"Jl. Ketapang, Tlumpu, Kec. Sukorejo, Kota Blitar, Jawa Timur",SPPG Kota Blitar Sukorejo Tlumpu 3,112.1550962,-8.1168869
JAWA TIMUR,MOJOKERTO,JATIREJO,SUMBERAGUNG,"Dusun Jetis RT. 004 RW. 007, Kelurahan Sumberagung, Kecamatan Jatirejo, Kabupaten Mojokerto, Provinsi Jawa Timur",SPPG Mojokerto Jatirejo Sumberagung,112.435457,-7.596837
JAWA TIMUR,GRESIK,MANYAR,YOSOWILANGUN,"Jl. Kng Brotonegoro Nomor 24, Desa/Kelurahan Yosowilangun, Kec. Manyar, Kab. Gresik, Jawa Timur",SPPG Gresik Manyar Yosowilangun 2,112.615809643437,-7.147671814267
JAWA TIMUR,PROBOLINGGO,MARON,MARON KIDUL,"Dusun Pakelan, Rt.09/Rw.03, Maron Kidul, Kec. Maron, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Maron Maron Kidul,113.350182,-7.856394
JAWA TIMUR,MOJOKERTO,MOJOSARI,AWANG-AWANG,"Jl. A Yani No 35 Desa Awang Awang, Kecamatan Mojosari, Kabupaten Mojokerto, Jawa Timur",SPPG Mojokerto Mojosari Awang-awang,112.557217,-7.528442
JAWA TIMUR,MALANG,WAJAK,SUKOLILO,"Jl. Napel No.Rt. 12 Rw. 04, Sukolilo, Kec. Wajak, Kab. Malang, Jawa Timur",SPPG Malang Wajak Sukolilo,112.714468,-8.114088
JAWA TIMUR,KOTA MALANG,SUKUN,SUKUN,"Jl Rajawali, No. 24",SPPG Kota Malang Sukun Sukun 2,112.619928345859,-7.990853328578
JAWA TIMUR,TUBAN,TUBAN,KEBONSARI,"Jl. Lukman Hakim Gg. VI No.26, Kebonsari, Kec. Tuban, Kabupaten Tuban, Jawa Timur 62317",SPPG Tuban Tuban Kebonsari,112.059360974563,-6.901201090917
JAWA TIMUR,BANYUWANGI,WONGSOREJO,SUMBERKENCONO,"Jl. Windu Kencono, Sumberkencono, Kec. Wongsorejo, Kab. Banyuwangi, Jawa Timur",SPPG Banyuwangi Wongsorejo Sumberkencono,114.4128716,-7.9626596
JAWA TIMUR,TUBAN,JATIROGO,PASEYAN,"Jl. Raya Jatirogo Lasem, Paseyan, Kec. Jatirogo, Kab. Tuban, Jawa Timur",SPPG Tuban Jatirogo Paseyan,111.646885496436,-6.87726571802
JAWA TIMUR,BOJONEGORO,BOJONEGORO,SUMBANG,"Jl. Dr Sutomo No. 52A, Sumbang, Bojonegoro, Kab. Bojonegoro, Jawa Timur",SPPG Bojonegoro Bojonegoro Sumbang,111.879959263613,-7.156985574912
JAWA TIMUR,JOMBANG,JOGOROTO,SAWIJI,"Dsn. Beji RT002/RW001, Sawiji, Kec. Jogoroto, Kab. Jombang, Jawa Timur",SPPG Jombang Jogoroto Sawiji,112.2810917,-7.5693049
JAWA TIMUR,NGANJUK,KERTOSONO,KUDU,"Jl. Supriadi 67 Rt.01/Rw.01, Kudu, Kecamatan Kertosono, Kabupaten Nganjuk, Jawa Timur",SPPG Nganjuk Kertosono Kudu2,112.109449021656,-7.5870760214
JAWA TIMUR,SAMPANG,BANYUATES,MASARAN,"Dusun Jurgang Timur, Masaran, Kec. Banyuates, Kab. Sampang, Jawa Timur",SPPG Sampang Banyuates Masaran 2,113.1729779,-6.9041514
JAWA TIMUR,BONDOWOSO,SUMBERWRINGIN,REJO AGUNG,Jl. Kawah Ijen Area Sawah Desa Redjo Agung Kec. Sumberwringin. Kab. Bondowoso - Jawa Timur,SPPG Bondowoso Sumberwringin Rejo Agung,114.0388402,-8.0099802
JAWA TIMUR,GRESIK,MANYAR,YOSOWILANGUN,"Jalan Kng Brotonegoro No. 01, Yosowilangun, Manyar, Kab. Gresik, Jawa Timur",SPPG Gresik Manyar Yosowilangun,112.615809643437,-7.147671814267
JAWA TIMUR,MAGETAN,NGUNTORONADI,PETUNGREJO,"RT 05 RW 03  Petungrejo Nguntoronadi Magetan, PETUNGREJO, NGUNTORONADI, KAB. MAGETAN, JAWA TIMUR",SPPG Magetan Nguntoronadi Petungrejo,111.4531058,-7.7095329
JAWA TIMUR,SUMENEP,GULUK-GULUK,GULUK-GULUK,"Jl. Makam Pahlawan, Pondok Pesantren Annuqayah, Guluk-Guluk, Kec. Guluk-Guluk, Kab. Sumenep, Jawa Timur",SPPG Sumenep Guluk-guluk Guluk-guluk 2,113.6732009,-7.0549678
JAWA TIMUR,KEDIRI,PAPAR,PURWOTENGAH,"Dusun Gendis, Rt.007/001 Desa Purwotengah, Kec. Papar Kab. Kediri Jawa Timur",SPPG Kediri Papar Purwotengah,112.0395072,-7.7301678
JAWA TIMUR,MADIUN,SAWAHAN,KROKEH,"Desa Krokeh Rt 10 Rw 02 Kecamatan Sawahan, Kabupaten Madiun, Jawa Timur",SPPG Madiun Sawahan Krokeh,111.5366686,-7.5774428
JAWA TIMUR,KOTA BATU,BATU,ORO-ORO OMBO,"Jl. Panderman, Oro-Oro Ombo, Kec. Batu, Kota Batu, Jawa Timur",SPPG Kota Batu Batu Oro-oro Ombo 2,112.526647641833,-7.891339256001
JAWA TIMUR,SAMPANG,SAMPANG,BANYUANYAR,"Jl. Diponegoro Kelurahan Banyuanyar, Kecamatan Sampang, Kabupaten Sampang, Jawa Timur",SPPG Sampang Sampang Banyuanyar 4,113.258317042828,-7.20977969619
JAWA TIMUR,MOJOKERTO,JATIREJO,DINOYO,"Jl. Diponegoro. Dusun Jasem Rt 3 Rw 8 (Depan Masjid Dusun Jasem), Dinoyo, Jatirejo, Kab. Mojokerto, Jawa Timur",SPPG Mojokerto Jatirejo Dinoyo,112.427712031487,-7.591785312334
JAWA TIMUR,KOTA MADIUN,TAMAN,KEJURON,"Jl. Semangka No 1, Rt 041/Rw 013, Kelurahan Kejuron, Kecamatan Taman, Kota Madiun, Jawa Timur",SPPG Kota Madiun Taman Kejuron,111.526124994981,-7.635327017696
JAWA TIMUR,TULUNGAGUNG,BANDUNG,SURUHAN KIDUL,"Jl. Raya Bandung Campurdarat Desa Suruhan Kidul, Kecamatan Bandung, Kabupaten Tulungagung, Jawa Timur",SPPG Tulungagung Bandung Suruhan Kidul 3,111.7924974,-8.1674092
JAWA TIMUR,JEMBER,MUMBULSARI,MUMBULSARI,"Jl. Kamboja Desa Mumbulsari, Kec. Mumbulsari, Kab. Jember, Jawa Timur",SPPG Jember Mumbulsari Mumbulsari,113.73259287835,-8.253586853993
JAWA TIMUR,MALANG,BULULAWANG,KUWOLU,"Jl. Raya Tanjungsari, Kuwolu, Kec. Bululawang, Kab. Malang, Jawa Timur",SPPG Malang Bululawang Kuwolu 2,112.65672,-8.09059
JAWA TIMUR,BANGKALAN,BURNEH,BANANGKAH,"Gersaba, Banangkah, Kecamatan Burneh, Kabupaten Bangkalan, Jawa Timur",SPPG Bangkalan Burneh Banangkah,112.7837376,-7.0524672
JAWA TIMUR,LAMONGAN,PUCUK,WARUKULON,"warukulon, WARUKULON, PUCUK, KAB. LAMONGAN, JAWA TIMUR",SPPG Lamongan Pucuk Warukulon,112.2710603,-7.0841276
JAWA TIMUR,NGAWI,KEDUNGGALAR,WONOKERTO,"Dsn Wonorejo, Rt.005 Rw. 003, Desa Wonokerto, Kec. Kedunggalar, Kab. Ngawi, Jawa Timur",SPPG Ngawi Kedunggalar Wonokerto,111.332579,-7.419645
JAWA TIMUR,BOJONEGORO,SUGIHWARAS,SUGIHWARAS,Sugiwaras rt 15 rw 03 kec sugihwaras,SPPG Bojonegoro Sugihwaras Sugihwaras,111.954484,-7.302546
JAWA TIMUR,JEMBER,AMBULU,SABRANG,"Jl. Watu Ulo, Desa Sabrang, Kecamatan Ambulu, Kabupaten Jember, Jawa Timur",SPPG Jember Ambulu Sabrang,113.601365638057,-8.376526270223
JAWA TIMUR,KEDIRI,NGANCAR,JAGUL,Jl. Raya Wates Ngancar Desa Jagul Kec. Ngancar Kab. Kediri Jawa Timur 6429,SPPG Kediri Ngancar Jagul,112.179,-7.9334
JAWA TIMUR,JOMBANG,PETERONGAN,TUGUSUMBERJO,"Jl. Dusun Budug Rt.012 Rw.003, Tugusumberjo, Kec. Peterongan, Kab. Jombang, Jawa Timur",SPPG Jombang Peterongan Tugusumberjo,112.2807,-7.5181
JAWA TIMUR,KEDIRI,PURWOASRI,WONOTENGAH,"Jl. Pahlawan No. 19 Boyolali, Wonotengah, Kec. Purwoasri, Kab. Kediri, Jawa Timur",SPPG Kediri Purwoasri Wonotengah,112.109006666243,-7.65745072985
JAWA TIMUR,MALANG,SINGOSARI,WATUGEDE,"Jl. Balaikambang Krajan, Watu Gede Kecamatan Singosari Kabupaten Malang, Jawa Timur",SPPG Malang Singosari Watugede,112.668978,-7.909291
JAWA TIMUR,KOTA KEDIRI,KOTA,NGADIREJO,"Jl. A Yani 127 Desa Ngadirejo, Kecamatan Kota Kediri, Kota Kediri Jawa Timur",SPPG Kota Kediri Kota Ngadirejo 4,112.0280417,-7.8093434
JAWA TIMUR,SUMENEP,GANDING,GANDING,"Dusun Jatean, Rt 003, Rw 006, Desa Ganding, Kec. Ganding, Kab. Sumenep, Jawa Timur",SPPG Sumenep Ganding Ganding,113.713987235257,-7.04021828874
JAWA TIMUR,NGANJUK,TANJUNGANOM,SUMBERKEPUH,"Desa Sumberkepuh Rt 004 Rw 010, Kecamatan Tanjunganom, Kabupaten Nganjuk, Jawa Timur",SPPG Nganjuk Tanjunganom Sumberkepuh 2,111.9747807,-7.6606047
JAWA TIMUR,KOTA SURABAYA,BUBUTAN,TEMBOK DUKUH,"Jl. Demak, Tembok Dukuh, Kec. Bubutan, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Bubutan Tembok Dukuh 2,112.7206,-7.2536
JAWA TIMUR,BLITAR,SUTOJAYAN,JEGU,"Desa Jegu Rt. 01 Rw. 01 Kec. Sutojayan, Kab. Blitar, Jawa Timur",SPPG Blitar Sutojayan Jegu,112.2442116,-8.1486967
JAWA TIMUR,KOTA BLITAR,SANANWETAN,BENDOGERIT,"Jl. Patimura Gang Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur",SPPG Kota Blitar Sananwetan Bendogerit 5,112.182634833836,-8.087259606397
JAWA TIMUR,KEDIRI,KANDAT,SUMBEREJO,"Jl. Totok Kerot No. 12, Sumberejo, Kec. Kandat, Kab. Kediri, Jawa Timur",SPPG Kediri Kandat Sumberejo,112.02799,-7.951822
JAWA TIMUR,JEMBER,TEMPUREJO,SIDODADI,"Jl. Blater Sidodadi, Kec. Tempurejo, Kab. Jember, Jawa Timur",SPPG Jember Tempurejo Sidodadi,113.6862947,-8.3624508
JAWA TIMUR,BANGKALAN,KLAMPIS,BATOR,"Jl. Raya Manungga, Bator, Kec. Klampis, Kab. Bangkalan, Jawa Timur",SPPG Bangkalan Klampis Bator,112.901883,-6.902465
JAWA TIMUR,KOTA SURABAYA,GUBENG,MOJO,"Jl. Mojokidul No.35 Rt.012 Rw.005 , Mojo, Kec. Gubeng, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Gubeng Mojo,112.766468968599,-7.267169019797
JAWA TIMUR,PONOROGO,MLARAK,JORESAN,"Jl. Raya Mlarak Sambit (Ruko Syarifah 3), Desa Joresan, Kec. Mlarak, Kab. Ponorogo, Jawa Timur",SPPG Ponorogo Mlarak Joresan,111.513165365719,-7.939063366131
JAWA TIMUR,GRESIK,TAMBAK,PEKALONGAN,"Ghejem-Ghejem, Pekalongan Kec. Tambak, Kab. Gresik, Jawa Timur",SPPG Gresik Tambak Pekalongan,112.6525337,-5.7424929
JAWA TIMUR,LUMAJANG,RANDUAGUNG,TUNJUNG,"Dusun Krajan I Rt 003 Rw 002 Desa Tunjung Kec. Randuagung Kab. Lumajang, Jawa Timur",SPPG Lumajang Randuagung Tunjung,113.3381278,-8.0812316
JAWA TIMUR,PONOROGO,KAUMAN,GABEL,"Jl. Diponegoro Desa Gabel, Kecamatan Kauman, Kabupaten Ponorogo, Jawa Timur",SPPG Ponorogo Kauman Gabel,111.407559412015,-7.859765280899
JAWA TIMUR,NGAWI,NGAWI,BERAN,"RT 1 RW 1 Jenggot, Beran, Kec. Ngawi, Kab. Ngawi, Jawa Timur",SPPG Ngawi Ngawi Beran,111.4257183,-7.4243826
JAWA TIMUR,BLITAR,KANIGORO,SAWENTAR,"Dusun Sambong Rt 3 Rw 15, Sawentar, Kecamatan Kanigoro, Kabupaten Blitar, Jawa Timur",SPPG Blitar Kanigoro Sawentar,112.226346,-8.110129
JAWA TIMUR,BLITAR,PONGGOK,KARANGBENDO,"Dusun Tegalrejo RT/RW 001/012 , Desa Karangbendo, Kecamatan Ponggok, Kabupaten Blitar Jawa Timur",SPPG Blitar Ponggok Karangbendo,112.151603,-8.020995
JAWA TIMUR,KOTA PASURUAN,PURWOREJO,PURUTREJO,"Jl. K.H. Hasyim Ashari, Purutrejo, Kec. Purworejo, Kota Pasuruan, Jawa Timur",SPPG Kota Pasuruan Purworejo Purutrejo 2,112.907857434739,-7.667265684171
JAWA TIMUR,KEDIRI,PARE,BENDO,"Jl. Mahakam 2 No.2 Bendo, Kec. Pare, Kab. Kediri, Jawa Timur",SPPG Kediri Pare Bendo,112.156939484252,-7.765075903276
JAWA TIMUR,JOMBANG,KESAMBEN,CARANGREJO,"Dusun Carangpranti Rt 03 Rw 01 Kel. Carangrejo, Kec. Kesamben, Kab. Jombang, Jawa Timur",SPPG Jombang Kesamben Carangrejo,112.3429931,-7.4891726
JAWA TIMUR,KOTA SURABAYA,WONOCOLO,SIWALANKERTO,"Jl. Siwalankerto Permai No.1, Siwalankerto, Kec. Wonocolo, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Wonocolo Siwalankerto 2,112.740777513357,-7.341226403295
JAWA TIMUR,MADIUN,JIWAN,KWANGSEN,"Dusun II, Kwangsen, Kecamatan Jiwan, Kabupaten Madiun, Jawa Timur",SPPG Madiun Jiwan Kwangsen 2,111.4796303,-7.6152807
JAWA TIMUR,JEMBER,SEMBORO,SIDOMULYO,"Dusun Rowotengu Rt 004 Rw 009 Sidomulyo, Kec. Semboro, Kab. Jember, Jawa Timur",SPPG Jember Semboro Sidomulyo,113.4252,-8.1714
JAWA TIMUR,SIDOARJO,TULANGAN,TLASIH,"Tlasih Dua, Tlasih, Kecamatan Tulangan, Kabupaten Sidoarjo, Jawa Timur",SPPG Sidoarjo Tulangan Tlasih 2,112.6228192,-7.4734665
JAWA TIMUR,MALANG,LAWANG,SIDODADI,"JL. Inspol Suwoto, RT 01 / RW 09  Dusun Klosod, Desa Sidodadi, Kec. Lawang, Kab. Malang, Jawa Timur.",SPPG Malang Lawang Sidodadi 2,112.7151915,-7.8562179
JAWA TIMUR,PAMEKASAN,PALENGAAN,LARANGAN BADUNG,Desa Larangan Badung Kec. Palengaan Kab. Pamekasan Jawa Timur,SPPG Pamekasan Palengaan Larangan Badung,113.4791654,-7.1212543
JAWA TIMUR,NGANJUK,WILANGAN,MANCON,"Jl. Raya Madiun - Nganjuk NO 15, Mancon, Kec. Wilangan, Kab. Nganjuk, Jawa Timur",SPPG Nganjuk Wilangan Mancon,111.803124751128,-7.559203689124
